condition_id,subclass,reason
0xa41a9748ae5f89aa8fbe012748555bb8cb48f84e3fb921be4bbeba2a12d23f76,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xa5a069d77ecd1efed825c53a3ca096f9ff2a3e30436f61fd5b5584f808c47990,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xa60cc036ed710c12689d3eb225e534a1b6bd04eaeee2d36217adbb06be85ac06,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xab22a6ebe5e136276790f6a49e40e9cfe0f05895c4b05dd3512471a261021021,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xaf2cc930610ad76418b558bcc7c061eac334d54be16d1fa57124242d8858643b,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xb0fdd78fb893d3bd4dec90b6e384eab3f944bec9f3de263690d9f02077a861a6,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xb15af62d47acf4bc0d8e8dc87d7575ee75e7bb2acf703b72bfd2dfe6afefc4e3,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xb2022d6925c8e640e3b7d741385f1880a6977511cdcdeb951bc32c52ded91df1,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xb59f3f6cbe413efc1ecbb42fff10390dc355c5c4d8aefe8d447a898813d8121f,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xb68eb447a9d62b238bcfbd2982ca35121e7e8b6c6c1f6905ba6034fdc94cc352,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xb83f21b65e0d70da8e2b238422118c5126857cea8ce4cc6fd64638e648d5d55a,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xb9abfcc7d1feb05d2cfb3b59d7fab6c89d6978495c151fa50a5c9263f0df264d,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xbc17d3ee8e5a271edb15ce29835b789097c1602d2be6cc790c7a622c6ce9e069,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xbcb9bab7bdcb8dc80ff16050f0ea001c991345e364be5fa1aa419453b594cbbf,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xc3847663dea8495dd6e341b88c07af9f573b531b52dc7014e1f6d8122fc334d3,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xc3d851422dea9ae08452e3e034afa3953f6ac6b5c1f0dc7b9772096270527d86,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xc46dae85e231efb9c116440f30e3e7a1aa654ecd734ed524040490af132525b0,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xc539be0da1e163a91a58a57abf4f863699f07400c9e07d42d5c29facfd62c678,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xc677877beebf6e85837fe87efc2400175fe149a5cf47625ebb6727ce263943c6,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xc67d4d1617ea938691ef2bf24d45aa0fc861545d5b74fb703f2e28bcaf138752,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xc91dcbfbd72a366e665d392a8804588d28b2eecafb3c6ad72c7f08b3a041e72a,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xca48d80dd9667900c5939dd6a0d9811356822687100f06624e10b0c0b1f37526,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xca51acc4124095f0495dc0df0d1b26e8bfb99b20d32793c8645b03aecaac6721,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xca7574d76a4bf2673b6103dc532a2a86bf78c0eccd69c27d1584ae9232b5a215,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xcb0bb3667a3cf2192c486c6dcdadde0a448c669ab0d96d5edc0642e73aa7842f,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xcca5309b7589814f524639d0ce885b8425557e7cfd1efacd7841cc1f9d601b1b,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xcf0ec5b1b4bb0217a668347afc6c642ca573bbb134fa2a5cb11b6e656ee03cc0,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xcfc7dcdfd830819fd162a087b51d2a0a3dd1bbc9ad8f65b1cf60500081730dce,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xd3b15fbfe59faad30e30550ae98630490b4a6161550b9c18dbf281c8715c1948,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xd79eb4efb5527ca19d65f5c0ee6e211a4613d5f509c4ab31f718010656a23561,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xd8c5908542bc77e08dfd1518910249bdf7b974c62ef18b3eed051798f438a84e,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xd9be5ae6282aca5bc58a80f9aec9fa70d74c1caa5c8350e2cc304238f39230c0,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xdba1da85449cac025af2838434d7824a00f1739b2e0835e6efb1c9f126cd7ae6,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xdcb3d51f4030073b6a3ff89989b1b8ed489b7404725fd050abfcb441222d489b,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xddf47751d15407929bef8e7c29a16c6390828b22090273b3a068699fafa04a97,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xe0aa1265da778bbd61f273ab79e9732f453247aafbac6225652edfa46ba1e88a,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xe186e0b53bd8697248ddaccd9657290613e2de0c5c80860d2ff73bee2ef6bc93,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xe50123a6f88c36371e23cb6af4fb50e1cf3170210b5a555558f670b0e8698d35,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xe52022aa1db19510215e68f46222dd9e2071fb6205945b8383171f88b7cbab97,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xe5cc15eb8d46a0bd49b3667826b3b0020468b20c0f5c3481168f5b0df2f50d39,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xe77c833e481f582e851fbeef307c4d9269948ad804877c69742b54ad19a0913b,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xe86c1b84f6f73fe94e22755b2482b373fe4d7767e1cd3d2a19bf06f780811d2e,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xe9ab871df44c7cef245d4c190c9a31c59204c726ae8d363eedf546cef5ca7da6,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xebbbc04f06d8b06ab46487d82e188e1c746ba918d938c4603dfd5e3516b7d5ba,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xec433556640a7f6f5b2a0f284a4aed3737e5e57ddb7a4fbf013099b8ba607cbe,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xee9ed83a2d46a5f4cefc5a91f90854eb626becaa05f35daaf0c80f7db78598eb,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xef0bfe7d77a23171801866e58e5f6e340485baf832ee967d0082056cd7e4a446,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xef13052224dc5a2ef06325a9311c9f04176bff623eb8a239bc84d35041cf18a2,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xf1514a68733454c1bb43e1360cd030fbf6a40e15caf2fbe81ef36166243955b7,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xf16c5b34ee02689995e64469f5e2681d4e7eab1923221d880c92f0056d94ac8e,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xf27ad386ee0d4ffc50626fffba9fc7116d67653f09118148ec98039861986a38,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xf4fcafd083139c6d2a6afbafb4e566f6d52642d1125d06397e55fc8d253fa401,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xf58431966b1a4aa588577723dc904ddae39bfaec9e07cd00082b94a3ef843bf7,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xf5892495df0a13e650972c0f9ad2587058d2ea66f9cd21eb54e96bdc1b731b04,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
0xf8023b983d3d62bc816992e9dbce47f9af43102dc5504c9f76daf1c48ff27c4d,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xfdb2b251c722cfae4d6800d65676d379f09d94c09b5260fac7f7e70a3b888d53,UP_DOWN,REJECT_NOT_REACHABLE_BOTH
0xfde530f263fb9484bffd5781cbdd97f10f72c8e48d801b192529983378f9c2c6,NAMED_OTHER,REJECT_NOT_REACHABLE_BOTH
0xffcf12cb48bb34f305bb618ed3db9e3fde817733bff52ac82f389af2c947535e,OVER_UNDER,REJECT_NOT_REACHABLE_BOTH
